Temp,Audio,Humidity,CO2,Fire
25.92,0.041,35.16,778.4,0
53.89,0.545,17.79,2099.63,1
76.31,0.94,31.21,4120.62,1
78.76,0.951,20.2,1772.04,1
47.07,0.834,8.15,2097.45,1
50.34,0.836,16.34,4915.64,1
70.23,0.612,34.14,2957.52,1
76.39,0.725,34.65,3513.91,1
81.03,0.885,17.17,1316.4,1
29.46,0.22,18.09,1048.57,0
52.89,0.576,14.08,1772.47,1
34.69,0.25,57.74,604.08,0
25.08,0.016,54.67,571.24,0
38.94,0.407,34.58,4500.48,1
37.26,0.496,21.64,1743.36,1
77.34,0.499,9.35,3837.11,1
39.65,0.836,10.12,1298.49,1
68.15,0.522,9.88,3188.3,1
77.26,0.715,7.82,2895.08,1
43.61,0.688,19.56,3733.56,1
46.89,0.952,24.95,2683.57,1
71.6,0.719,23.42,4115.63,1
34.16,0.494,16.18,800.86,0
36.48,0.626,18.42,2915.64,1
47.02,0.807,17.64,2483.17,1
37.95,0.355,33.92,970.32,0
82.26,0.52,15.4,4549.24,1
22.19,0.473,33.75,720.21,0
16.63,0.399,36.9,779.52,0
52.04,0.724,7.44,3052.39,1
30.93,0.304,30.58,1036.7,0
60.32,0.7,8.76,4227.94,1
25.5,0.166,31.53,524.52,0
11.04,0.279,59.45,1091.81,0
33.66,0.068,51.38,1097.41,0
17.99,0.07,47.38,1272.03,0
78.74,0.969,33.66,3613.66,1
36.65,0.182,30.92,667.65,0
31.86,0.287,37.98,487.66,0
42.68,0.473,30.16,2982.06,1
46.14,0.433,23.45,3597.12,1
42.64,0.992,7.26,1468.86,1
53.21,0.512,7.08,4931.92,1
83.01,0.412,23.87,3087.97,1
84.13,0.842,24.06,1643.12,1
26.88,0.011,60.89,715.52,0
65.12,0.507,34.6,1541.74,1
86.77,0.886,19.69,4381.82,1
16.77,0.32,40.41,1005.43,0
10.24,0.324,62.34,1182.35,0
55.26,0.479,7.77,1859.4,1
43.35,0.585,19.23,1688.91,1
83.82,0.752,28.7,3360.37,1
84.63,0.521,20.01,2026.56,1
61.97,0.928,24.43,2247.51,1
19.87,0.156,58.51,1187.39,0
70.37,0.501,6.46,3690.02,1
14.61,0.022,31.5,1243.24,0
74.98,0.864,24.52,3667.8,1
73.34,0.729,8.28,3812.64,1
60.58,0.902,18.48,4565.18,1
47.81,0.914,29.92,1490.74,1
37.18,0.282,55.06,1033.05,0
63.19,0.723,31.55,3629.52,1
43.94,0.391,22.99,998.14,0
81.34,0.81,30.63,4333.89,1
23.42,0.281,41.11,1184.01,0
56.47,0.937,5.55,4509.28,1
55.43,0.526,19.62,3091.48,1
20.31,0.375,54.78,1216.28,0
17.23,0.309,23.02,565.2,0
28.89,0.005,31.39,1286.91,0
40.75,0.357,33.3,1190.17,0
71.99,0.855,30.78,2172.4,1
77.2,0.904,25.37,1915.3,1
84.25,0.516,33.64,2016.35,1
57.3,0.903,16.71,1526.72,1
89.21,0.732,17.02,1740.37,1
61.74,0.743,12.43,3596.6,1
75.14,0.495,10.63,2066.19,1
13.46,0.317,50.16,561.65,0
29.7,0.427,19.59,986.38,0
37.62,0.465,60.79,1223.97,0
49.47,0.579,19.8,2386.25,1
44.29,0.283,46.31,974.59,0
41.0,0.463,24.14,422.48,0
78.13,0.954,12.99,2827.03,1
67.26,0.581,15.37,2693.65,1
36.35,0.475,22.3,1127.96,0
40.89,0.979,34.65,4591.01,1
25.55,0.275,53.97,768.22,0
78.36,0.814,34.14,4151.55,1
22.03,0.448,23.61,556.83,0
26.78,0.458,55.28,1248.0,0
46.89,0.6,27.31,3231.44,1
22.84,0.497,41.94,1103.67,0
14.22,0.283,46.25,699.8,0
32.83,0.273,68.43,980.6,0
36.5,0.324,31.65,1148.32,0
43.63,0.844,25.62,3147.39,1
40.35,0.27,61.15,808.34,0
88.94,0.69,15.43,3572.15,1
57.8,0.851,23.81,4338.11,1
81.88,0.592,5.63,4761.35,1
89.17,0.562,25.97,2989.24,1
71.97,0.995,33.44,2095.49,1
39.2,0.142,26.2,1289.48,0
68.43,0.528,14.1,3808.16,1
39.98,0.004,48.07,1136.43,0
43.56,0.381,44.58,708.15,0
58.7,0.555,22.7,1540.11,1
42.87,0.101,25.88,420.51,0
18.16,0.35,31.23,513.68,0
82.76,0.753,12.63,3925.57,1
26.16,0.123,45.16,803.94,0
33.26,0.49,46.47,1128.64,0
51.62,0.896,7.8,4637.39,1
32.57,0.214,20.77,934.8,0
39.81,0.439,46.92,595.26,0
42.24,0.745,22.81,1741.75,1
75.54,0.453,25.4,4069.53,1
59.07,0.751,27.72,2115.7,1
35.82,0.905,15.84,4846.82,1
24.25,0.476,64.13,873.12,0
24.34,0.395,35.83,457.41,0
37.13,0.215,27.56,747.16,0
60.01,0.652,19.8,2881.4,1
28.33,0.231,46.57,603.26,0
14.06,0.087,24.46,784.83,0
10.11,0.109,61.66,1000.55,0
39.06,0.661,30.75,1842.38,1
37.42,0.876,11.75,3191.01,1
42.93,0.308,29.02,957.93,0
10.44,0.018,21.47,1291.33,0
76.44,0.478,18.0,3606.24,1
50.18,0.54,26.0,3311.86,1
34.52,0.091,32.93,1125.27,0
18.23,0.425,54.92,1226.83,0
47.92,0.502,15.88,3830.46,1
77.07,0.693,24.29,4410.44,1
65.0,0.659,8.63,4637.96,1
76.67,0.654,34.8,1458.96,1
36.65,0.578,5.48,3326.85,1
44.89,0.468,25.03,2016.45,1
25.92,0.334,66.41,596.93,0
67.74,0.897,10.02,1394.5,1
80.77,0.473,5.09,3693.28,1
34.59,0.454,15.09,1298.57,0
22.74,0.169,33.89,1208.92,0
56.45,0.564,28.79,2134.54,1
10.11,0.21,27.82,617.85,0
41.6,0.026,66.1,1157.54,0
27.83,0.322,44.84,811.37,0
74.92,0.488,6.72,1300.03,1
17.79,0.275,16.86,1256.76,0
25.06,0.358,42.27,436.15,0
55.05,0.643,26.13,3360.87,1
46.42,0.782,32.96,4925.45,1
68.28,0.965,26.37,4740.51,1
78.92,0.958,25.19,4168.13,1
30.01,0.088,69.87,791.64,0
66.22,0.665,10.49,4597.83,1
50.97,0.424,27.33,3759.62,1
38.88,0.246,21.02,1298.61,0
67.11,0.642,16.18,3972.28,1
26.84,0.152,54.57,1189.59,0
25.35,0.057,53.6,1012.46,0
11.82,0.22,45.25,501.05,0
83.79,0.857,26.31,2203.89,1
46.91,0.92,25.26,4085.42,1
42.04,0.244,15.24,1172.75,0
84.99,0.512,14.74,3567.91,1
36.83,0.176,48.79,455.21,0
46.53,0.656,9.0,1338.38,1
72.13,0.929,25.29,2330.33,1
11.21,0.13,53.31,1061.28,0
60.69,0.797,11.51,2054.12,1
63.48,0.458,15.8,4792.98,1
75.97,0.75,27.76,4692.35,1
59.77,0.966,10.08,4399.22,1
38.22,0.058,42.17,1081.29,0
81.89,0.416,25.2,1438.02,1
66.58,0.803,33.57,3768.78,1
39.36,0.228,66.21,1051.61,0
47.31,0.455,20.71,4181.18,1
23.0,0.089,58.85,1225.03,0
37.37,0.777,24.83,2664.42,1
83.83,0.977,20.54,4516.68,1
42.38,0.216,60.29,1018.76,0
27.07,0.484,55.0,637.09,0
55.93,0.73,21.71,3192.58,1
12.51,0.199,28.08,763.73,0
16.56,0.443,35.3,1214.0,0
64.94,0.782,23.05,1494.7,1
34.24,0.011,31.0,705.07,0
38.38,0.191,24.6,748.03,0
16.8,0.035,55.98,879.46,0
10.62,0.298,58.24,533.84,0
81.01,0.743,27.67,2574.74,1
71.93,0.757,12.22,1406.74,1
51.83,0.888,25.57,3817.64,1
74.05,0.558,31.47,1702.4,1
14.64,0.312,59.08,1268.39,0
48.39,0.522,34.43,3158.19,1
44.29,0.484,33.02,3909.44,1
25.01,0.053,49.75,445.66,0
21.52,0.091,65.97,862.0,0
57.68,0.434,6.26,3570.71,1
81.35,0.659,8.73,4693.18,1
76.2,0.487,34.02,4312.73,1
24.63,0.345,32.31,950.23,0
27.94,0.482,59.79,468.45,0
53.28,0.622,27.91,1752.31,1
34.54,0.135,65.95,947.25,0
58.36,0.875,19.42,1320.25,1
57.54,0.441,10.21,3567.29,1
14.68,0.437,26.6,922.66,0
64.73,0.911,32.56,4545.25,1
40.26,0.229,15.52,521.71,0
33.55,0.197,55.22,1260.92,0
14.98,0.263,27.09,1229.14,0
27.96,0.099,68.74,1145.23,0
13.85,0.357,25.23,1225.14,0
26.03,0.016,38.85,1092.63,0
17.15,0.347,34.27,442.4,0
18.26,0.498,26.44,1218.4,0
69.63,0.423,10.45,1363.37,1
36.05,0.28,44.76,1285.19,0
43.73,0.732,33.89,2868.17,1
85.61,0.574,17.52,4304.0,1
78.84,0.773,29.42,4287.53,1
35.8,0.623,13.32,4156.27,1
83.04,0.805,26.27,3916.96,1
28.58,0.324,35.14,631.69,0
67.95,0.935,8.37,1816.34,1
65.6,0.633,31.74,3453.96,1
43.08,0.894,19.45,2241.6,1
19.92,0.447,67.52,1020.07,0
69.22,0.771,31.29,2794.37,1
41.78,0.823,33.12,3346.47,1
40.83,0.433,50.2,1204.66,0
67.31,0.586,21.89,1991.22,1
72.75,0.53,9.38,4623.99,1
38.15,0.696,19.28,4741.28,1
19.54,0.216,59.57,1200.64,0
81.64,0.875,16.01,4347.47,1
77.74,0.832,23.43,3760.73,1
40.26,0.416,31.5,3359.09,1
12.6,0.49,48.12,612.01,0
42.65,0.073,25.86,1196.73,0
51.42,0.899,5.12,3282.94,1
20.64,0.42,57.3,669.34,0
42.88,0.575,30.05,4848.44,1
63.36,0.778,11.74,1503.3,1
35.62,0.433,9.15,1861.16,1
74.39,0.917,20.71,3760.44,1
19.41,0.453,34.38,838.25,0
25.75,0.293,51.67,834.19,0
42.73,0.77,12.96,3927.82,1
54.22,0.937,27.16,1851.99,1
37.43,0.054,61.33,842.99,0
51.96,0.881,34.07,2700.5,1
52.92,0.834,23.89,3801.22,1
45.19,0.891,20.6,2701.31,1
32.7,0.222,44.58,1091.59,0
35.29,0.943,30.75,2543.51,1
18.24,0.391,30.22,1269.18,0
24.29,0.488,30.23,1249.11,0
36.75,0.08,38.14,665.54,0
33.74,0.17,66.0,1150.08,0
44.41,0.713,9.57,2197.84,1
37.21,0.431,19.83,470.65,0
37.29,0.962,12.75,1353.0,1
43.39,0.834,34.55,4192.86,1
30.5,0.008,16.66,1044.55,0
38.57,0.661,15.47,1274.88,1
42.4,0.437,36.05,609.07,0
51.13,0.935,15.23,1847.78,1
30.77,0.119,38.57,1289.13,0
12.18,0.22,54.81,914.26,0
44.58,0.602,10.96,1283.2,1
43.46,0.679,21.98,3747.26,1
47.62,0.516,6.05,3961.48,1
18.21,0.224,63.08,801.4,0
44.45,0.618,13.93,3905.81,1
37.48,0.775,33.94,4025.67,1
51.02,0.853,19.48,4097.95,1
20.59,0.415,44.9,656.72,0
19.41,0.114,55.27,502.11,0
79.27,0.846,23.53,4583.52,1
59.34,0.871,34.4,4324.03,1
81.04,0.928,17.75,2156.54,1
31.92,0.226,55.67,592.83,0
88.94,0.449,18.94,3122.76,1
25.82,0.004,66.95,500.57,0
29.84,0.455,25.28,746.5,0
59.94,0.6,20.8,2040.69,1
18.5,0.221,37.1,695.02,0
16.02,0.235,37.72,1028.44,0
30.27,0.361,42.43,499.4,0
53.46,0.659,22.88,2712.08,1
59.35,0.594,15.4,3247.68,1
44.79,0.821,21.12,2717.45,1
30.67,0.344,59.51,698.94,0
28.53,0.257,59.61,972.88,0
19.36,0.175,30.88,1010.21,0
14.72,0.162,41.42,1160.5,0
34.02,0.19,43.9,1266.22,0
80.7,0.728,9.13,3716.98,1
15.46,0.451,61.76,463.23,0
46.4,0.536,18.64,2641.24,1
22.11,0.008,15.08,827.56,0
20.36,0.166,29.12,863.7,0
87.72,0.793,34.83,2848.8,1
61.99,0.828,27.9,4872.76,1
58.47,0.878,32.56,2491.75,1
34.96,0.487,58.74,474.95,0
88.0,0.455,19.42,4720.73,1
41.7,0.495,21.53,1276.51,0
37.17,0.167,41.47,711.21,0
76.44,0.592,20.77,1977.38,1
79.19,0.816,29.78,3865.63,1
62.93,0.819,6.83,1989.82,1
31.99,0.204,23.25,1299.24,0
72.9,0.527,18.54,3076.51,1
74.14,0.592,21.69,1794.09,1
80.59,0.9,30.18,4913.2,1
43.08,0.224,39.28,733.63,0
35.99,0.41,63.69,888.49,0
22.93,0.374,29.27,502.4,0
10.01,0.383,23.47,575.67,0
40.66,0.062,56.96,1243.5,0
48.08,0.932,13.75,4341.89,1
28.59,0.056,69.08,595.92,0
78.89,0.698,24.38,4431.43,1
88.54,0.699,7.75,2595.42,1
86.79,0.54,20.56,1671.81,1
54.79,0.843,21.19,3155.49,1
21.15,0.325,58.25,594.99,0
67.17,0.599,33.88,3898.66,1
54.04,0.966,34.1,1514.52,1
87.77,0.636,26.49,3185.03,1
84.34,0.57,14.72,2423.98,1
43.04,0.262,42.72,791.83,0
41.79,0.441,43.53,1030.77,0
36.19,0.207,46.43,1248.45,0
36.23,0.319,43.0,1099.46,0
53.4,0.964,22.73,4967.86,1
39.13,0.329,26.72,614.98,0
81.64,0.495,11.12,2894.49,1
31.14,0.138,15.77,1225.67,0
55.31,0.746,26.73,4913.51,1
53.97,0.831,15.09,2078.41,1
55.38,0.483,15.59,4756.7,1
39.65,0.467,45.97,431.72,0
76.92,0.844,25.97,3315.62,1
27.89,0.031,64.63,1065.65,0
32.52,0.144,22.07,508.64,0
49.04,0.465,32.85,3890.91,1
10.39,0.054,47.83,1226.9,0
10.81,0.466,50.41,1163.41,0
26.18,0.295,19.91,959.51,0
17.38,0.055,21.23,572.29,0
54.99,0.867,9.51,2109.16,1
22.65,0.37,31.73,1298.1,0
13.39,0.062,41.01,751.78,0
20.31,0.412,32.08,704.44,0
43.31,0.875,10.35,2288.46,1
40.86,0.382,35.29,929.17,0
40.61,0.681,5.37,1483.71,1
53.08,0.837,11.59,1607.46,1
24.5,0.354,37.0,1211.55,0
79.13,0.761,28.09,3429.86,1
44.33,0.535,24.79,2140.7,1
82.25,0.577,15.91,4500.21,1
27.66,0.196,28.98,429.75,0
56.92,0.513,17.1,4155.19,1
49.34,0.816,34.88,4146.18,1
68.61,0.609,19.85,2005.77,1
32.15,0.301,31.91,739.22,0
23.98,0.07,38.4,982.33,0
39.95,0.35,65.1,593.48,0
56.71,0.714,20.87,1959.51,1
38.8,0.712,11.55,3720.77,1
49.97,0.738,25.22,1572.18,1
42.28,0.079,43.72,453.92,0
44.86,0.443,54.34,898.13,0
46.94,0.587,24.16,4567.18,1
58.11,0.421,33.22,4924.81,1
30.43,0.284,30.08,730.68,0
27.23,0.433,69.56,498.33,0
36.52,0.991,21.57,2564.21,1
17.86,0.077,38.84,673.47,0
35.37,0.366,58.14,1100.84,0
88.07,0.966,26.58,3915.85,1
11.85,0.401,52.0,1100.81,0
39.89,0.914,11.24,3746.61,1
24.68,0.304,48.35,860.31,0
70.06,0.894,9.7,1246.43,1
15.0,0.231,21.2,541.83,0
67.12,0.499,30.51,4359.05,1
53.49,0.798,8.79,1546.45,1
14.37,0.359,32.86,544.0,0
41.64,0.396,64.09,662.38,0
88.42,0.499,23.52,1446.74,1
38.29,0.257,49.3,448.52,0
18.5,0.303,31.56,824.51,0
33.69,0.397,60.18,1023.53,0
32.37,0.374,64.9,1148.4,0
82.05,0.787,18.1,3906.54,1
72.92,0.977,10.49,3284.03,1
19.45,0.047,47.96,781.59,0
38.16,0.209,33.0,693.65,0
37.37,0.356,45.71,799.93,0
27.15,0.283,44.83,542.17,0
65.98,0.876,34.56,3077.36,1
39.61,0.61,8.08,4069.26,1
49.74,0.692,25.02,2031.81,1
36.95,0.065,63.69,642.24,0
48.04,0.598,6.48,3889.73,1
88.81,0.507,20.74,4992.77,1
60.21,0.6,19.73,3643.67,1
27.28,0.423,57.41,687.08,0
44.62,0.301,20.79,576.34,0
85.41,0.455,26.86,1374.16,1
29.7,0.156,66.45,1182.9,0
51.07,0.567,5.06,1798.59,1
49.79,0.522,26.85,4784.6,1
18.94,0.44,65.94,1295.41,0
38.46,0.234,22.82,968.36,0
42.21,0.026,22.19,1299.1,0
38.17,0.871,19.04,3521.69,1
13.01,0.27,20.61,909.14,0
34.87,0.025,46.38,653.15,0
43.88,0.209,50.0,1134.72,0
18.84,0.393,49.89,1292.53,0
61.76,0.962,22.82,1908.57,1
11.39,0.318,69.02,766.92,0
27.52,0.388,46.73,1064.84,0
41.3,0.382,62.01,800.56,0
15.77,0.441,36.06,781.37,0
40.14,0.356,45.44,953.56,0
14.9,0.216,53.38,1226.23,0
33.68,0.467,43.24,513.01,0
26.26,0.478,42.6,860.93,0
30.84,0.117,15.99,1071.55,0
41.29,0.603,34.31,3169.5,1
39.81,0.072,35.64,586.08,0
14.6,0.483,45.99,846.01,0
49.06,0.497,9.68,4739.22,1
35.28,0.248,27.55,744.17,0
27.5,0.403,32.78,1193.13,0
47.6,0.987,28.31,4154.28,1
27.67,0.128,23.98,914.92,0
85.25,0.925,30.39,2430.0,1
28.51,0.386,64.65,589.1,0
79.66,0.568,18.34,4170.51,1
33.36,0.219,69.04,1155.54,0
43.37,0.917,15.41,3775.08,1
30.46,0.11,22.33,1180.28,0
36.59,0.468,21.14,3943.74,1
47.69,0.935,33.64,1609.22,1
25.5,0.213,43.23,687.67,0
43.29,0.423,20.31,577.47,0
16.68,0.042,23.4,959.06,0
75.31,0.654,18.19,1614.05,1
58.46,0.866,8.2,1580.93,1
37.19,0.817,19.47,2701.55,1
12.12,0.499,59.95,1153.79,0
69.98,0.838,17.27,3414.4,1
34.58,0.092,41.55,918.53,0
41.54,0.693,30.59,3314.03,1
36.11,0.436,27.44,1136.78,0
38.92,0.111,36.58,1122.24,0
32.72,0.487,45.51,830.07,0
21.41,0.091,57.95,589.69,0
54.05,0.562,18.71,2026.68,1
14.06,0.197,54.05,573.28,0
38.35,0.598,19.33,2627.43,1
28.4,0.478,37.96,512.76,0
36.51,0.355,38.24,491.8,0
28.9,0.226,69.49,576.02,0
72.09,0.638,23.99,4130.71,1
47.29,0.41,24.98,3986.42,1
44.22,0.355,58.66,943.73,0
23.57,0.183,56.69,896.63,0
37.5,0.059,19.83,954.74,0
36.73,0.865,17.18,3552.47,1
39.08,0.439,18.09,449.67,0
22.33,0.09,43.32,1055.51,0
50.43,0.479,29.3,4075.46,1
37.78,0.486,57.47,1012.92,0
11.1,0.478,43.02,437.75,0
21.06,0.411,39.91,1271.05,0
42.59,0.211,45.93,701.46,0
20.75,0.011,67.54,543.37,0
64.16,0.586,20.88,2807.01,1
62.32,0.994,14.5,4568.9,1
55.32,0.705,30.79,3385.16,1
66.85,0.881,33.78,3883.35,1
36.48,0.222,68.61,1081.48,0
41.24,0.071,37.82,584.78,0
29.04,0.259,25.41,704.56,0
80.85,0.557,12.3,2613.05,1
58.03,0.667,6.74,2449.87,1
22.57,0.239,49.81,653.48,0
12.02,0.499,29.22,511.65,0
58.98,0.924,29.74,1348.44,1
35.62,0.58,10.33,2636.17,1
25.69,0.078,39.93,1174.53,0
75.79,0.534,17.24,4676.82,1
52.97,0.722,16.21,3803.72,1
20.43,0.225,26.89,442.26,0
85.4,0.892,14.09,3538.17,1
45.31,0.582,15.49,3655.77,1
22.52,0.167,15.28,843.69,0
56.33,0.509,31.1,2380.97,1
55.68,0.679,9.05,3376.34,1
29.92,0.232,26.9,690.19,0
47.88,0.914,12.16,3375.25,1
40.66,0.821,12.21,3670.57,1
43.84,0.875,11.64,4105.32,1
14.81,0.299,26.77,635.8,0
38.67,0.475,32.49,795.08,0
30.39,0.097,17.76,728.71,0
46.23,0.706,10.56,4468.15,1
49.27,0.605,29.88,3681.05,1
20.11,0.347,60.9,809.22,0
48.89,0.551,18.28,2654.36,1
20.62,0.095,16.99,1293.61,0
18.42,0.247,61.57,1032.45,0
38.26,0.584,20.19,3248.09,1
86.66,0.792,26.08,3169.18,1
25.91,0.45,32.43,536.68,0
64.12,0.7,19.3,2514.29,1
11.43,0.313,29.83,1080.79,0
51.56,0.797,21.86,1810.24,1
20.49,0.197,15.49,717.77,0
10.32,0.004,40.15,1262.78,0
27.84,0.181,42.88,898.39,0
29.42,0.053,68.92,751.3,0
18.01,0.246,27.54,584.2,0
68.71,0.653,14.59,4205.99,1
67.72,0.821,28.91,3597.41,1
80.5,0.511,11.83,3176.28,1
83.0,0.858,23.12,3537.53,1
27.34,0.496,44.59,440.77,0
37.37,0.4,6.19,3021.65,1
30.92,0.022,68.65,891.35,0
26.21,0.073,52.98,1246.45,0
30.56,0.194,26.26,735.06,0
20.52,0.166,37.03,498.65,0
27.37,0.04,15.68,870.16,0
86.99,0.67,29.49,3336.81,1
26.35,0.484,39.09,763.28,0
38.01,0.313,39.62,521.87,0
53.26,0.639,10.72,4832.03,1
23.15,0.184,22.97,1273.91,0
64.54,0.855,33.29,3681.14,1
15.39,0.035,16.33,729.95,0
52.61,0.61,6.19,3917.39,1
85.01,0.796,15.65,1234.27,1
38.65,0.644,23.34,3349.66,1
15.17,0.196,27.88,1224.75,0
67.26,0.931,14.2,2272.63,1
36.15,0.529,33.92,4671.22,1
36.73,0.333,64.69,624.54,0
70.17,0.736,27.38,3017.96,1
29.18,0.049,30.79,1278.89,0
21.19,0.036,60.23,964.06,0
23.1,0.398,17.95,781.03,0
89.21,0.622,22.13,2202.31,1
31.97,0.066,53.85,979.26,0
40.46,0.735,30.76,3899.86,1
22.79,0.286,41.8,596.85,0
40.95,0.291,27.08,1125.84,0
26.05,0.365,60.71,429.78,0
17.64,0.334,31.96,546.05,0
41.14,0.425,10.86,2720.7,1
89.56,0.862,19.18,3175.61,1
28.86,0.223,39.82,431.7,0
17.51,0.101,22.31,929.62,0
49.54,0.411,30.57,2270.15,1
69.8,0.514,32.12,2553.67,1
15.52,0.0,32.22,544.79,0
68.9,0.537,19.62,1339.55,1
44.24,0.543,6.41,4127.99,1
13.28,0.337,22.71,1071.45,0
36.0,0.72,25.25,3126.56,1
20.68,0.012,37.0,1090.79,0
37.37,0.826,8.86,4302.63,1
44.2,0.896,22.7,1433.05,1
26.87,0.158,19.18,526.0,0
60.28,0.432,17.88,4376.85,1
72.64,0.844,29.95,3108.11,1
86.36,0.762,16.93,1834.83,1
64.5,0.938,6.78,3855.3,1
40.4,0.267,35.9,766.92,0
62.61,0.835,5.42,3426.0,1
89.73,0.513,26.36,3250.94,1
22.67,0.474,33.06,684.95,0
73.39,0.629,17.09,3585.14,1
73.77,0.813,8.39,2760.88,1
77.06,0.748,7.85,1542.13,1
31.18,0.294,28.04,1291.16,0
78.4,0.589,20.61,4287.46,1
17.98,0.201,32.89,672.71,0
43.59,0.275,35.52,553.97,0
86.34,0.735,9.04,4902.55,1
33.65,0.226,46.19,1095.5,0
80.0,0.613,14.59,1737.8,1
41.5,0.704,27.46,3936.17,1
22.07,0.278,22.84,434.34,0
23.97,0.221,43.04,501.29,0
54.16,0.46,33.96,4431.03,1
42.93,0.507,21.39,3077.3,1
71.37,0.929,22.07,2442.49,1
26.51,0.05,41.66,1253.84,0
89.84,0.941,32.75,3794.42,1
51.15,0.467,18.04,4763.16,1
35.19,0.713,22.17,4114.61,1
68.63,0.713,8.23,4966.0,1
28.03,0.102,26.5,1189.84,0
48.4,0.612,12.84,3916.24,1
18.55,0.231,31.23,699.41,0
38.69,0.266,15.11,1213.96,0
88.44,0.892,29.49,2133.94,1
37.59,0.901,11.35,3219.13,1
16.95,0.337,28.56,879.39,0
16.12,0.499,22.32,653.18,0
66.9,0.735,25.68,3050.78,1
54.49,0.442,27.94,2534.83,1
16.82,0.26,24.58,420.85,0
35.97,0.278,44.92,673.66,0
16.09,0.082,25.56,734.04,0
45.1,0.954,19.36,2361.14,1
33.25,0.1,48.42,1233.86,0
43.01,0.582,7.18,3427.08,1
28.46,0.301,67.31,520.61,0
86.63,0.501,10.25,3092.01,1
82.96,0.718,31.24,3134.41,1
14.01,0.483,39.66,588.68,0
47.95,0.636,18.62,2309.92,1
79.9,0.451,6.16,4825.39,1
18.77,0.348,66.02,733.51,0
18.55,0.207,63.42,484.35,0
39.06,0.599,24.18,2144.37,1
86.99,0.569,16.33,4923.91,1
67.13,0.522,9.28,2471.77,1
64.31,0.963,31.92,4106.16,1
76.77,0.94,22.73,3462.27,1
80.94,0.616,12.07,2309.28,1
32.58,0.354,24.27,597.39,0
80.22,0.576,30.79,2299.41,1
40.3,0.519,8.4,1365.44,1
41.02,0.589,28.5,3703.93,1
71.21,0.557,34.32,3419.72,1
62.7,0.878,17.59,2919.47,1
18.98,0.324,25.57,1075.75,0
39.92,0.614,8.07,3258.56,1
39.9,0.55,16.52,2817.15,1
20.16,0.405,62.55,496.24,0
31.46,0.336,29.24,1197.53,0
17.98,0.368,69.29,1200.77,0
75.93,0.575,10.29,2185.72,1
20.93,0.471,68.36,1204.28,0
82.05,0.716,14.19,3192.25,1
37.55,0.039,33.95,830.3,0
34.64,0.368,41.05,795.5,0
32.44,0.052,67.75,1099.2,0
42.0,0.166,24.72,652.27,0
72.57,0.642,14.75,1663.67,1
11.53,0.38,23.99,714.94,0
12.16,0.254,34.85,1230.63,0
79.52,0.868,30.86,2432.87,1
58.33,0.536,21.55,2743.82,1
56.74,0.879,30.4,1581.16,1
89.66,0.999,8.15,1691.6,1
20.9,0.068,38.24,806.03,0
43.31,0.084,20.8,428.4,0
86.08,0.606,23.55,2470.27,1
70.79,0.858,28.1,3133.6,1
28.01,0.247,69.84,1138.24,0
45.83,0.787,23.57,3500.94,1
39.25,0.05,35.4,940.55,0
39.72,0.286,55.62,593.77,0
54.76,0.776,29.51,2224.67,1
17.48,0.443,59.91,632.06,0
38.69,0.14,33.49,425.63,0
26.27,0.297,45.52,786.27,0
38.54,0.11,68.1,981.52,0
75.08,0.833,17.03,4727.31,1
41.06,0.957,11.5,1840.35,1
60.27,0.695,11.24,4545.11,1
60.54,0.979,30.11,4911.95,1
36.32,0.291,58.05,1040.91,0
15.09,0.217,48.44,915.04,0
27.5,0.416,68.71,1018.53,0
54.98,0.683,29.99,3070.54,1
29.17,0.465,15.51,1138.03,0
36.08,0.664,11.78,2922.03,1
25.76,0.478,65.04,1138.05,0
73.16,0.606,20.95,3697.98,1
32.79,0.214,51.39,657.91,0
77.12,0.502,5.2,2808.33,1
29.13,0.344,32.39,973.94,0
15.57,0.371,27.89,959.67,0
37.73,0.238,54.42,604.44,0
38.77,0.208,46.56,1222.52,0
42.83,0.413,31.9,588.01,0
58.19,0.876,34.92,1973.74,1
38.23,0.187,58.31,741.0,0
39.41,0.24,25.64,434.2,0
12.82,0.449,49.87,887.02,0
35.65,0.403,15.73,3991.38,1
25.04,0.172,53.77,910.43,0
62.48,0.482,7.19,1368.49,1
70.82,0.718,32.41,3294.75,1
35.74,0.414,15.19,4822.36,1
38.34,0.124,67.12,1146.1,0
44.74,0.146,54.4,1096.32,0
74.46,0.786,12.83,2529.24,1
21.03,0.462,28.23,805.83,0
40.13,0.984,34.51,1871.29,1
80.95,0.617,17.17,4481.07,1
37.7,0.903,23.27,1933.22,1
61.29,0.926,31.8,4562.68,1
39.63,0.126,22.63,885.59,0
44.63,0.572,9.89,2264.37,1
51.55,0.478,15.19,1342.59,1
37.87,0.724,7.87,1486.72,1
43.09,0.085,54.03,984.36,0
28.61,0.197,26.17,943.48,0
80.87,0.526,6.85,2986.05,1
41.38,0.45,69.51,908.21,0
62.47,0.678,16.01,3676.23,1
78.94,0.515,27.6,2783.34,1
15.26,0.363,68.72,1202.47,0
17.17,0.149,50.31,530.56,0
43.3,0.483,7.65,3001.27,1
57.78,0.803,7.82,4176.99,1
63.69,0.662,6.96,3447.71,1
48.42,0.627,33.13,1634.17,1
17.27,0.397,55.63,501.39,0
51.76,0.607,34.14,2204.17,1
11.69,0.462,59.89,1039.53,0
27.97,0.27,66.27,1054.15,0
